time_submit_value,time_duration_h,time_limit,required_cpus
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0,15,32
42737,0.016666666546371,15,64
42737,0.016666666546371,15,64
42737,0,15,64
42737,0,15,64
42737,0.016666666720994,15,64
42737,0.016666666720994,15,64
42737,0,15,128
42737,0,15,128
42737,0,15,128
42737,0,15,128
42737,0.016666666720994,15,128
42737,0.016666666720994,15,128
42737,0,15,128
42737,0.249999999941792,15,128
42737,0.249999999941792,15,128
42737,0.249999999941792,15,128
42737,0.249999999941792,15,64
42737,0,15,32
42737,0,15,128
42737,0.249999999941792,15,64
42737,0,15,32
42737,0.216666666674428,15,128
42737,0.249999999941792,15,128
42737,0.250000000116415,15,128
42737,0.250000000116415,15,128
42737,0,15,32
42737,0.250000000116415,15,128
42737,0.249999999941792,15,128
42737,0.249999999941792,15,128
42737,0,15,128
42737,0.233333333395421,15,128
42737,0.016666666720994,15,64
42737,0,3,32
42737,1.98333333333721,1440,1024
42737,0.249999999941792,15,128
42737,0.249999999941792,15,128
42737,0.250000000116415,15,128
42737,0.266666666662786,15,128
42737,0.049999999988359,3,32
42737,0.016666666720994,3,32
42737,0.166666666686069,15,32
42737,0,0,256
42737,24,1440,1024
42737,1.53333333326736,720,256
42737,0,0,256
42737,0.016666666720994,0,256
42737,0,0,256
42737,0,0,256
42737,0.016666666546371,0,256
42737,0,0,256
42737,0.016666666546371,0,512
42737,0,0,512
42737,0,0,512
42737,0,0,512
42737,0.016666666720994,0,512
42737,2.00000000005821,120,32
42737,0,0,256
42737,0.450000000069849,120,32
42737,0,15,128
42737,0,0,256
42737,0.016666666546371,0,256
42737,0,0,256
42737,0,0,256
42737,0,0,256
42737,0.016666666720994,0,256
42737,0,0,512
42737,0.016666666720994,0,512
42737,0,0,512
42737,0.016666666720994,0,512
42737,0,0,512
42737,0.016666666720994,0,512
42737,6,360,256
42737,0.016666666546371,1440,512
42737,0.899999999965075,1440,512
42737,0,0,512
42737,0,0,512
42737,0,0,512
42737,0,0,512
42737,0,0,512
42737,0.016666666720994,10,64
42737,0.033333333267365,10,128
42737,0.016666666720994,5,64
42737,0,5,128
42737,0.033333333267365,5,64
42737,0,5,128
42737,0.016666666720994,5,64
42737,0.016666666720994,5,128
42737,0.016666666720994,0,512
42737,0.016666666546371,0,512
42737,0,0,512
42737,0,0,512
42737,0,0,512
42737,0.016666666720994,0,512
42737,0,5,64
42737,0,5,128
42737,0,5,64
42737,0,5,128
42737,0.016666666546371,5,64
42737,0,5,128
42737,0.033333333441988,5,64
42737,0.033333333441988,5,128
42737,0,0,512
42737,0,5,64
42737,0,5,128
42737,0,0,32
42737,0,5,64
42737,0,5,128
42737,0,5,64
42737,0,5,128
42737,0.033333333441988,5,64
42737,0.016666666720994,5,128
42737,0,0,512
42737,0,0,512
42737,0.016666666720994,0,512
42737,0.016666666720994,0,512
42737,0,0,512
42737,0,5,64
42737,0,5,128
42737,0.016666666546371,5,64
42737,0.016666666546371,5,128
42737,0,5,64
42737,0,5,128
42737,0.033333333267365,5,64
42737,0.016666666720994,5,128
42737,0.016666666546371,0,512
42737,0.016666666720994,5,64
42737,0.016666666720994,5,128
42737,0,5,64
42737,0,5,128
42737,0,5,64
42737,0,5,128
42737,0.049999999988359,5,64
42737,0.016666666546371,5,128
42737,0,5,64
42737,0.016666666720994,5,128
42737,0.016666666720994,3,64
42737,0,0,32
42737,0.016666666546371,0,512
42737,0,0,32
42737,0,0,512
42737,0.016666666546371,5,64
42737,0.016666666546371,5,128
42737,0,5,64
42737,0,5,128
42737,0.016666666720994,5,64
42737,0.033333333267365,5,128
42737,0.016666666720994,5,64
42737,0,5,128
42737,0,0,512
42737,0,5,64
42737,0,5,64
42737,0,5,64
42737,0,5,64
42737,0,5,64
42737,0,5,64
42737,0,5,64
42737,0,5,128
42737,0,5,64
42737,0.016666666546371,5,64
42737,0,5,64
42737,0,5,128
42737,0.016666666546371,3,64
42737,0,3,128
42737,0,5,64
42737,0,5,128
42737,0,5,64
42737,0.016666666720994,5,128
42737,0.016666666720994,5,64
42737,0,5,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0.016666666720994,3,128
42737,0.016666666720994,3,128
42737,0.016666666720994,3,128
42737,0.016666666720994,3,128
42737,0.016666666720994,3,128
42737,0.016666666546371,3,128
42737,0,3,128
42737,0,5,128
42737,0,5,256
42737,0,5,512
42737,0,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666546371,5,128
42737,0.016666666546371,5,256
42737,0,5,512
42737,0,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666720994,5,128
42737,0.016666666720994,5,256
42737,0,3,128
42737,0,5,128
42737,0.016666666720994,5,256
42737,0.016666666720994,5,512
42737,0,5,128
42737,0.016666666720994,5,256
42737,0,5,512
42737,0.016666666546371,5,128
42737,0.016666666546371,5,256
42737,0.016666666720994,5,512
42737,0.033333333441988,5,128
42737,0.033333333267365,5,256
42737,0.033333333267365,5,512
42737,0,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666720994,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666720994,5,128
42737,0,5,256
42737,0.016666666546371,5,512
42737,0.016666666546371,5,128
42737,0.016666666720994,5,256
42737,0.016666666720994,5,512
42737,0,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666720994,5,128
42737,0,5,256
42737,0,5,512
42737,0.016666666720994,5,128
42737,0.016666666720994,5,256
42737,0,5,512
42737,0.016666666546371,5,128
42737,0.016666666546371,5,256
42737,0.016666666720994,5,512
42737,0,3,128
42737,0.016666666720994,3,128
42737,0.016666666546371,3,128
42737,0.016666666720994,3,128
42737,0,3,128
42737,0.433333333348855,120,32
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0,120,32
42737,0.016666666720994,3,128
42737,0.016666666546371,3,128
42737,0,120,32
42737,0,3,32
42737,0,3,32
42737,0.016666666720994,3,64
42737,0.016666666546371,3,128
42737,0,3,64
42737,0,3,64
42737,0,3,128
42737,0,120,32
42737,0,3,128
42737,0,3,128
42737,0.016666666720994,3,128
42737,0,3,128
42737,0,3,128
42737,0,3,128
42737,0.016666666720994,3,128
42738,0.016666666720994,3,128
42738,0,3,128
42738,0,3,128
42738,0,15,128
42738,0,3,128
42738,0,15,128
42738,0.016666666720994,3,128
42738,0,3,128
42738,0,15,128
42738,0,3,128
42738,0.016666666720994,3,128
42738,6,360,256
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0.016666666720994,3,128
42738,0,3,128
42738,0.016666666720994,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0.033333333441988,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0,3,128
42738,0.016666666720994,3,128
42738,0.016666666720994,5,64
42738,0,5,128
42738,0,5,64
42738,0,5,128
42738,0,5,64
42738,0.016666666720994,5,128
42738,0.016666666720994,5,64
42738,0.016666666546371,5,128
42738,0,3,64
42738,0,3,128
42738,0,5,64
42738,0,5,128
42738,0,5,64
42738,0,5,128
42738,0.016666666720994,5,64
42738,0.016666666720994,5,128
42738,0,5,64
42738,0,5,128
42738,0,5,64
42738,0.016666666546371,5,128
42738,0,5,64
42738,0,5,128
42738,0.016666666720994,5,64
42738,0.016666666720994,5,128
42738,0,5,64
42738,0,5,128
42738,0.016666666720994,5,64
42738,0,5,128
42738,0,5,64
42738,0,5,128
42738,0.016666666546371,5,64
42738,0.016666666546371,5,128
42738,0.016666666720994,5,256
42738,0.016666666546371,5,512
42738,0.049999999988359,5,256
42738,0.016666666546371,5,512
42738,0,5,256
42738,0,5,512
42738,0.016666666720994,5,256
42738,0,5,512
42738,0,5,256
42738,0,5,512
42738,0,5,256
42738,0.016666666720994,5,512
42738,0,5,256
42738,0.016666666720994,5,512
42738,0.016666666720994,5,256
42738,0,5,512
42738,0,5,256
42738,0,5,512
42738,0,5,256
42738,0,5,512
42738,0,5,256
42738,0,5,512
42738,0.016666666720994,5,256
42738,0,5,512
42738,0.016666666546371,5,256
42738,0,5,512
42738,0,5,256
42738,0,5,512
42738,0,5,256
42738,0.016666666546371,5,512
42738,0.016666666720994,5,256
42738,0.016666666546371,5,512
42738,0,120,32
42738,0.016666666720994,120,32
42738,0.400000000081491,120,32
42738,0.033333333441988,120,32
42738,0,120,32
42738,0.016666666720994,15,32
42738,0.016666666546371,15,32
42738,0.016666666720994,15,32
42738,0.016666666720994,15,32
42738,0.016666666720994,15,32
42738,0.016666666546371,15,32
42738,0.016666666720994,15,128
42738,0,15,128
42738,0.016666666720994,15,128
42738,0.016666666720994,15,128
42738,0,15,128
42738,0,15,128
42738,0,15,128
42738,0,15,128
42738,0,15,32
42738,0.016666666720994,15,128
42738,0,15,32
42738,0,15,128
42738,0,15,128
42738,0,15,128
42738,0.033333333267365,15,128
42738,0,15,32
42738,0.016666666720994,15,32
42738,0.033333333267365,15,32
42738,0.083333333430346,15,32
42738,0.033333333267365,10,32
42738,0.033333333267365,10,32
42738,0.016666666720994,10,32
42738,0.033333333441988,10,32
42738,0,10,32
42738,0.016666666546371,10,32
42738,0.016666666546371,10,32
42738,0,10,32
42738,0,10,32
42738,0,10,32
42738,0.166666666686069,10,64
42738,0.149999999965075,10,64
42738,0.166666666686069,10,128
42738,0,10,128
42738,0.166666666686069,10,256
42738,0.166666666686069,10,256
42738,0.083333333430346,5,512
42738,0.083333333430346,5,512
42738,0.049999999988359,3,1024
42738,0.049999999988359,3,1024
42738,0,15,128
42738,0.016666666720994,15,128
42738,0,15,32
42738,0.033333333441988,15,32
42738,0.016666666720994,15,32
42738,0.249999999941792,15,32
42738,0.016666666546371,15,32
42738,0,15,32
42738,0.149999999965075,15,32
42738,0.199999999953434,15,32
42738,0.233333333220799,15,32
42738,0,15,32
42738,0.016666666720994,15,128
42738,0.016666666546371,15,128
42738,0.183333333407063,15,128
42738,0,5,32
42738,0,5,32
42738,0.083333333255723,15,128
42738,0,5,32
42738,0.249999999941792,15,64
42738,0,5,32
42738,0.083333333255723,15,128
42738,0,5,32
42738,0.199999999953434,15,64
42738,0,5,32
42738,0.249999999941792,15,128
42738,0.016666666546371,15,64
42738,0,5,32
42738,0.099999999976717,15,64
42738,0,5,32
42738,0.083333333430346,15,128
42738,0.083333333255723,15,128
42738,0.249999999941792,15,64
42738,0.249999999941792,15,64
42738,0.10000000015134,15,128
42738,0.099999999976717,15,128
42738,0.016666666720994,5,32
42738,0,5,32
42738,0.083333333255723,15,128
42738,0,5,32
42738,0.083333333430346,15,128
42738,0,15,64
42738,0,15,64
42738,0,15,64
42738,0.033333333267365,15,32
42739,0.033333333267365,10,32
42739,0.016666666546371,10,32
42739,0.016666666720994,10,32
42739,0.033333333441988,10,32
42739,0.016666666720994,10,32
42739,0,10,32
42739,0.016666666546371,10,32
42739,0.016666666546371,10,32
42739,0,10,64
42739,0,10,64
42739,0.083333333430346,15,128
42739,0.033333333267365,10,32
42739,0.033333333267365,10,32
42739,0.016666666720994,10,32
42739,0.016666666720994,10,32
42739,0.016666666720994,10,32
42739,0.016666666720994,10,32
42739,0,10,32
42739,0.016666666546371,10,32
42739,0,10,32
42739,0.016666666720994,10,32
42739,0,10,64
42739,0,10,64
42739,0,10,128
42739,0,10,128
42739,0,10,256
42739,0.016666666720994,10,256
42739,0.016666666546371,5,512
42739,0.016666666546371,5,512
42739,0.016666666720994,3,1024
42739,0,3,1024
42739,0,5,32
42739,0.083333333255723,15,128
42739,0.083333333255723,15,128
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.083333333255723,15,128
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.016666666546371,5,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,64
42739,0,5,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,64
42739,0,5,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,64
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.066666666709352,15,32
42739,0.066666666709352,15,32
42739,0.016666666720994,5,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,64
42739,0.016666666546371,5,32
42739,0.033333333267365,15,32
42739,0.033333333267365,15,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0.016666666720994,15,128
42739,0.233333333220799,15,32
42739,0.249999999941792,15,32
42739,0.033333333441988,15,32
42739,0.033333333267365,15,32
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0,15,128
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0,15,128
42739,0,15,32
42739,0,15,32
42739,0.033333333267365,15,32
42739,0.016666666546371,15,32
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0,15,128
42739,0,5,32
42739,0.166666666686069,15,32
42739,0.183333333407063,15,32
42739,0.183333333407063,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,64
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.016666666546371,5,32
42739,0.016666666720994,10,128
42739,0,5,32
42739,0,8,128
42739,0.016666666720994,8,128
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,10,128
42739,0,10,128
42739,0.016666666546371,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0.033333333267365,5,32
42739,0.016666666720994,5,32
42739,0.016666666546371,5,32
42739,0.016666666546371,5,32
42739,0.033333333441988,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0.066666666709352,5,32
42739,0.233333333395421,15,32
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0.250000000116415,15,32
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0,15,128
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0.016666666546371,15,128
42739,0,15,64
42739,0,15,64
42739,0,15,128
42739,0,15,128
42739,0.033333333441988,120,32
42739,0,120,32
42739,0.016666666720994,120,32
42739,0.066666666709352,120,32
42739,0.016666666720994,5,128
42739,0.016666666546371,5,256
42739,0,5,256
42739,0,5,256
42739,0.033333333267365,5,256
42739,0.033333333441988,5,256
42739,0.016666666720994,5,256
42739,0.033333333267365,5,256
42739,0.033333333267365,5,128
42739,0.033333333441988,5,64
42739,0.033333333267365,5,32
42739,0.016666666720994,5,256
42739,0.083333333430346,15,128
42739,0.016666666720994,15,128
42739,0.083333333255723,15,128
42739,0.016666666720994,15,128
42739,0.083333333430346,5,32
42739,0.033333333267365,15,128
42739,0,5,32
42739,0,5,32
42739,0.016666666546371,5,32
42739,0.033333333267365,5,32
42739,0,5,64
42739,0.016666666720994,5,64
42739,0.016666666720994,5,64
42739,0.033333333267365,5,64
42739,0,5,32
42739,0.016666666546371,5,32
42739,0.016666666720994,5,32
42739,0.016666666720994,5,32
42739,0.016666666720994,15,128
42739,0.083333333430346,15,128
42739,0.083333333430346,5,32
42739,0.199999999953434,15,32
42739,0.083333333430346,15,128
42739,0.083333333255723,15,128
42739,0.199999999953434,15,32
42739,0.116666666697711,15,128
42739,0.016666666546371,15,32
42739,0.28333333338378,30,32
42739,0.016666666546371,15,128
42739,0.016666666720994,15,32
42739,0.083333333255723,15,32
42739,0.016666666720994,15,128
42739,0.016666666546371,15,32
42739,0.016666666546371,15,128
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,128
42739,0,15,32
42739,0,15,32
42739,0.016666666546371,5,32
42739,0,15,32
42739,0.016666666546371,5,32
42739,0.016666666546371,5,32
42739,0.016666666720994,5,32
42739,0.016666666720994,5,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666546371,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,128
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0.083333333430346,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,2.29999999998836,720,32
42739,0.049999999988359,30,32
42739,0.333333333372138,720,32
42739,0,15,32
42739,0.049999999988359,60,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0.016666666546371,15,32
42739,0,15,32
42739,0.016666666720994,60,32
42739,0,5,32
42739,0.016666666546371,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0.016666666546371,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.016666666720994,5,32
42739,0,5,32
42739,0,5,32
42739,0,5,32
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,5,128
42739,0.016666666720994,5,128
42739,0,15,128
42739,0.016666666720994,15,128
42739,0,15,32
42739,0,5,128
42739,0,5,128
42739,0,5,128
42739,0,15,32
42739,0,5,128
42739,0,5,128
42739,0,5,128
42739,0.016666666546371,5,128
42739,0,5,128
42739,23.983333333279,1440,1024
42739,0,5,128
42739,24,1440,512
42739,0,5,128
42739,0.016666666720994,5,128
42739,0,15,32
42739,0.016666666720994,5,128
42739,0.016666666720994,5,128
42739,0,15,32
42739,0.016666666720994,5,128
42739,0.016666666720994,5,128
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,5,128
42739,0,5,128
42739,0,15,32
42739,0,5,128
42739,0,5,128
42739,0,15,32
42739,0,15,32
42739,0.016666666546371,5,128
42739,0,5,128
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,5,128
42739,0,5,128
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,5,128
42739,0,5,128
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,5,128
42739,0,15,32
42739,0,5,128
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,15,32
42739,0,5,128
42739,0.049999999988359,5,32
42739,0,5,128
42739,0.016666666546371,5,256
42739,0.016666666546371,5,512
42739,0.016666666720994,120,32
42739,0.433333333348855,120,32
42739,0.016666666720994,5,128
42739,0.016666666720994,5,256
42739,0.016666666546371,5,512
42739,0.066666666709352,120,32
42739,0.016666666720994,15,32
42739,0.016666666720994,5,128
42739,0.016666666720994,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,5,128
42739,0,5,128
42739,0,5,128
42739,0,5,128
42739,0.016666666720994,15,32
42739,0,15,32
42739,0.016666666546371,5,128
42739,0,5,128
42739,0.083333333255723,5,128
42739,0.016666666720994,15,32
42739,0,15,32
42739,0,15,32
42739,0.083333333255723,5,128
42739,0.016666666546371,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.049999999988359,120,32
42739,0.016666666720994,15,32
42739,0.250000000116415,15,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666546371,120,32
42739,0,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666720994,120,32
42739,0.033333333267365,15,32
42739,0,15,32
42739,0.016666666546371,120,32
42739,0.016666666720994,15,32
42739,0,15,32
42739,0.249999999941792,15,32
42739,0.233333333395421,120,32
42739,1.80000000010477,120,32
42739,0.016666666720994,15,32
42739,0.016666666720994,60,32
42739,0.033333333267365,60,32
42739,0.016666666720994,60,32
42739,0.033333333267365,60,32
42739,0.216666666499805,60,32
42739,0.016666666720994,60,32
42739,0.016666666720994,60,32
42739,0.016666666720994,60,32
42739,0.199999999953434,60,32
42739,0.166666666686069,60,32
42739,0.016666666720994,60,32
42739,0.016666666720994,60,32
42739,0.099999999976717,60,32
42739,0.099999999976717,60,32
42739,0.033333333267365,15,32
42739,0.049999999988359,15,32
42739,0.033333333441988,15,32
42739,0.033333333441988,15,32
42739,0,15,32
42739,0,15,32
42739,0.016666666546371,15,64
42739,0.016666666720994,15,64
42739,0.016666666720994,15,128
42739,0.016666666720994,15,128
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0.033333333441988,15,32
42739,0.033333333267365,15,32
42739,0.016666666546371,15,64
42739,0.016666666720994,15,64
42739,0.016666666720994,15,128
42739,0,15,128
42739,0.249999999941792,15,32
42739,0.250000000116415,15,32
42739,0.249999999941792,15,32
42739,0.233333333395421,15,32
42739,0.033333333267365,15,64
42739,0.033333333267365,15,64
42739,0.033333333441988,15,128
42739,0.033333333267365,15,128
42739,0,15,32
42739,0,15,32
42739,0.249999999941792,15,32
42739,0.249999999941792,15,32
42739,0.249999999941792,15,64
42739,0.249999999941792,15,64
42739,0.250000000116415,15,128
42739,0.249999999941792,15,128
42739,0,15,128
42739,0.133333333418705,60,32
42739,0.199999999953434,60,32
42739,0,15,128
42739,0.016666666720994,15,128
42739,0,15,128
42739,0,15,128
42739,0.099999999976717,60,32
42739,0.116666666697711,60,32
42739,0.016666666720994,60,32
42739,0.116666666523088,60,32
42739,0.083333333255723,60,32
42739,0.083333333255723,60,32
42739,0.066666666709352,60,32
42739,0.083333333430346,60,32
42739,0.049999999988359,60,64
42739,0.083333333255723,60,64
42739,0.050000000162982,15,128
42739,0.099999999976717,15,128
42739,0.083333333430346,55,32
42739,0.083333333430346,55,32
42739,0.083333333255723,55,32
42739,0.083333333255723,55,32
42739,0.066666666709352,55,64
42739,0.099999999976717,55,32
42739,0.116666666697711,55,32
42739,0.099999999976717,55,32
42739,0.116666666523088,55,32
42739,0.199999999953434,55,32
42739,0.066666666709352,55,32
42740,0.249999999941792,15,32
42740,0.249999999941792,15,32
42740,0.249999999941792,15,32
42740,0.250000000116415,15,32
42740,0.250000000116415,15,32
42740,0.250000000116415,15,32
42740,0.016666666546371,15,64
42740,0.016666666546371,5,32
42740,0.016666666546371,5,32
42740,0.016666666720994,5,64
42740,0,5,128
